,PassengerGroup,CryoSleep,Cabin,Age,VIP,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,Transported,55 Cancri e,PSO J318.5-22,TRAPPIST-1e,Earth,Europa,Mars
67,71,0.0,F/14/P,17.0,0.0,16.0,2165.0,0.0,0.0,52.0,-1,0,0,1,1,0,0
68,72,0.0,F/17/S,14.0,0.0,0.0,1.0,0.0,0.0,1063.0,-1,0,0,1,1,0,0
69,73,0.0,D/3/P,37.0,0.0,46.0,83.0,738.0,0.0,12.0,-1,0,1,0,0,0,1
70,74,0.0,C/3/S,42.0,0.0,1.0,8397.0,0.0,0.0,506.0,1,0,0,1,0,1,0
71,76,0.0,F/18/S,27.0,0.0,147.0,0.0,1018.0,0.0,0.0,1,0,0,1,0,0,1
72,77,0.0,F/15/P,28.0,0.0,14.0,0.0,1295.0,0.0,0.0,1,0,0,1,0,0,1
73,78,0.0,C/4/S,38.0,0.0,0.0,5840.0,0.0,321.0,9654.0,-1,0,0,1,0,1,0
74,81,1.0,G/13/S,13.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0,0,1,1,0,0
75,82,0.0,F/16/P,42.0,0.0,7406.0,0.0,0.0,0.0,0.0,-1,0,0,1,0,0,1
76,82,1.0,F/16/P,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,0,1
77,82,0.0,F/16/P,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,0,1
78,84,0.0,G/14/S,24.0,0.0,688.0,0.0,0.0,0.0,17.0,1,0,0,1,1,0,0
79,85,1.0,C/5/S,40.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,1,0
80,86,0.0,F/17/P,43.0,0.0,211.0,0.0,0.0,638.0,513.0,-1,0,0,1,1,0,0
81,88,1.0,E/5/S,45.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0,0,0,1
82,90,1.0,G/15/S,35.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,1,0,0
84,91,0.0,F/20/S,27.0,0.0,1.0,697.0,31.0,188.0,0.0,-1,0,0,1,1,0,0
85,92,0.0,G/9/P,19.0,0.0,0.0,0.0,670.0,1.0,34.0,-1,0,0,1,1,0,0
87,92,1.0,G/9/P,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,1,0,0
88,97,0.0,A/2/S,54.0,0.0,0.0,1208.0,0.0,3.0,637.0,-1,0,0,1,0,1,0
89,98,0.0,G/11/P,26.0,0.0,0.0,856.0,5.0,32.0,0.0,-1,0,0,1,1,0,0
90,98,0.0,G/11/P,26.0,0.0,0.0,2811.0,957.0,0.0,87.0,1,0,0,1,1,0,0
91,99,0.0,F/19/P,23.0,0.0,311.0,427.0,526.0,37.0,0.0,-1,0,1,0,1,0,0
94,102,0.0,F/23/S,18.0,0.0,0.0,0.0,0.0,830.0,91.0,-1,0,0,1,1,0,0
96,103,1.0,G/18/S,9.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,1,0,0
97,103,1.0,G/18/S,6.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0,0,1,1,0,0
99,107,0.0,D/2/S,21.0,0.0,1743.0,5.0,17.0,0.0,0.0,-1,0,0,1,0,0,1
100,108,1.0,G/19/S,23.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0,0,1,1,0,0
101,108,0.0,G/19/S,31.0,0.0,562.0,0.0,326.0,0.0,0.0,-1,0,0,1,1,0,0
105,110,0.0,B/5/P,42.0,0.0,2209.0,11418.0,0.0,1868.0,445.0,1,0,0,1,0,1,0
106,110,1.0,B/5/P,28.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,1,0
107,111,1.0,E/6/S,29.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,1,0
108,112,0.0,B/1/S,48.0,1.0,0.0,2537.0,87.0,17.0,13.0,1,1,0,0,0,1,0
109,113,0.0,F/23/P,64.0,0.0,0.0,0.0,804.0,0.0,0.0,1,0,0,1,1,0,0
110,114,0.0,G/20/S,27.0,0.0,82.0,157.0,429.0,238.0,1.0,-1,0,0,1,1,0,0
112,116,0.0,D/4/P,33.0,0.0,1.0,2223.0,0.0,12.0,404.0,1,0,0,1,0,1,0
114,119,1.0,A/0/P,13.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,1,0
116,122,0.0,G/21/S,29.0,0.0,0.0,0.0,0.0,699.0,74.0,-1,0,0,1,1,0,0
117,123,0.0,F/27/P,18.0,0.0,55.0,597.0,49.0,0.0,1.0,-1,0,0,1,1,0,0
118,126,1.0,F/27/S,67.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,0,1
119,127,0.0,E/7/S,35.0,0.0,701.0,0.0,296.0,0.0,25.0,-1,0,0,1,0,0,1
120,128,0.0,D/3/S,61.0,1.0,2353.0,334.0,9.0,316.0,2.0,-1,0,0,1,0,0,1
121,128,0.0,E/8/S,45.0,0.0,2103.0,6.0,0.0,0.0,0.0,-1,0,0,1,0,0,1
123,133,1.0,F/29/S,19.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,0,1
124,133,0.0,D/5/S,36.0,0.0,2738.0,0.0,0.0,0.0,0.0,-1,0,0,1,0,0,1
125,134,0.0,G/17/P,19.0,0.0,0.0,14.0,730.0,0.0,0.0,1,0,0,1,1,0,0
126,136,0.0,G/23/S,47.0,0.0,97.0,418.0,126.0,25.0,55.0,-1,0,1,0,1,0,0
127,138,1.0,G/18/P,13.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,1,0,0
129,139,1.0,C/6/S,35.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,1,0
130,140,1.0,G/19/P,24.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,1,0,0
131,140,0.0,F/29/P,26.0,0.0,440.0,0.0,0.0,0.0,462.0,-1,0,0,1,1,0,0
133,144,0.0,F/31/S,20.0,0.0,0.0,420.0,210.0,0.0,0.0,1,0,0,1,1,0,0
134,146,0.0,G/25/S,56.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0,0,1,1,0,0
135,147,1.0,G/26/S,50.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,1,0,0
136,148,0.0,F/31/P,42.0,0.0,1072.0,0.0,10.0,0.0,76.0,-1,0,0,1,0,0,1
138,151,1.0,G/20/P,38.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,1,0,0,1,0,0
140,160,0.0,G/22/P,22.0,0.0,4119.0,0.0,0.0,0.0,61.0,-1,0,0,1,1,0,0
141,163,1.0,B/8/P,26.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,1,0
142,163,1.0,B/8/P,17.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,1,0
144,164,1.0,G/28/S,17.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0,1,0,1,0,0
146,167,1.0,F/35/S,13.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,0,1
147,167,0.0,F/35/S,27.0,0.0,1365.0,0.0,48.0,22.0,137.0,-1,0,0,1,0,0,1
148,169,1.0,G/23/P,31.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0,0,1,1,0,0
149,170,0.0,E/10/S,24.0,0.0,0.0,0.0,0.0,221.0,567.0,-1,0,0,1,1,0,0
150,171,1.0,G/30/S,19.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0,1,0,0
151,172,1.0,G/24/P,32.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,1,0,0
153,174,0.0,F/38/P,21.0,0.0,287.0,0.0,16.0,115.0,175.0,-1,1,0,0,1,0,0
154,177,0.0,B/2/S,38.0,0.0,0.0,10346.0,1.0,14970.0,2111.0,-1,0,0,1,0,1,0
155,178,0.0,D/6/S,38.0,0.0,3414.0,0.0,161.0,28.0,119.0,-1,0,0,1,0,0,1
156,179,0.0,G/26/P,19.0,0.0,1.0,219.0,673.0,2.0,11.0,1,0,0,1,1,0,0
157,179,0.0,G/26/P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0,0,1,1,0,0
158,179,0.0,G/26/P,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,1,0,0
159,181,0.0,G/27/P,20.0,0.0,0.0,0.0,3.0,299.0,92.0,-1,0,0,1,1,0,0
160,182,1.0,C/3/P,24.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,1,0
161,183,0.0,F/36/S,37.0,0.0,17.0,146.0,426.0,0.0,232.0,1,0,0,1,1,0,0
162,186,0.0,G/28/P,25.0,0.0,62.0,0.0,0.0,0.0,956.0,-1,0,0,1,1,0,0
163,188,1.0,G/31/S,56.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,1,0,0
164,189,0.0,E/8/P,49.0,0.0,84.0,3.0,401.0,202.0,98.0,-1,1,0,0,1,0,0
165,190,1.0,G/32/S,11.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,1,0,0,1,0,0
166,192,1.0,G/29/P,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,1,0,0
167,192,0.0,G/29/P,8.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0,0,1,1,0,0
168,192,0.0,G/29/P,39.0,0.0,0.0,0.0,10.0,898.0,0.0,-1,0,0,1,1,0,0
169,193,1.0,F/41/P,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,0,1
171,193,0.0,F/41/P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,0,1
172,195,0.0,F/42/P,39.0,0.0,406.0,0.0,867.0,0.0,0.0,1,0,0,1,0,0,1
173,196,0.0,D/5/P,25.0,0.0,1052.0,0.0,719.0,0.0,7.0,-1,0,1,0,0,0,1
174,197,0.0,C/5/P,36.0,0.0,0.0,972.0,0.0,795.0,575.0,-1,0,0,1,0,1,0
176,199,1.0,G/33/S,18.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0,0,1,1,0,0
177,200,1.0,G/31/P,15.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,1,0,0
178,201,1.0,B/3/S,35.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,1,0
179,201,1.0,B/3/S,47.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,1,0
180,202,1.0,B/9/P,45.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,1,0
182,203,1.0,C/8/S,51.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,1,0
183,205,0.0,G/34/S,29.0,0.0,0.0,2.0,66.0,0.0,705.0,-1,0,0,1,1,0,0
185,207,1.0,G/32/P,19.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0,1,0,1,0,0
187,211,0.0,F/44/P,29.0,0.0,902.0,1.0,137.0,0.0,0.0,1,0,0,1,0,0,1
188,211,1.0,F/44/P,11.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,0,1
189,211,0.0,F/44/P,17.0,0.0,848.0,0.0,307.0,182.0,0.0,-1,0,0,1,0,0,1
190,212,0.0,E/9/P,13.0,0.0,192.0,0.0,0.0,51.0,739.0,-1,0,0,1,1,0,0
191,212,0.0,F/45/P,35.0,0.0,147.0,188.0,0.0,10.0,387.0,-1,0,0,1,1,0,0
192,213,0.0,F/46/P,21.0,0.0,367.0,281.0,0.0,0.0,146.0,-1,0,0,1,1,0,0
193,216,0.0,F/40/S,21.0,0.0,0.0,56.0,0.0,0.0,1918.0,-1,1,0,0,1,0,0
194,217,0.0,F/47/P,38.0,0.0,1517.0,0.0,0.0,27.0,0.0,-1,0,0,1,1,0,0
195,219,1.0,G/36/P,19.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,1,0,0
196,220,1.0,G/37/P,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,1,0,0
197,220,0.0,G/37/P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,1,0,0
198,220,1.0,G/37/P,13.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0,0,1,1,0,0
200,220,0.0,F/48/P,16.0,0.0,0.0,3.0,0.0,0.0,1099.0,-1,0,0,1,1,0,0
201,220,0.0,G/37/P,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,1,0,0,1,0,0
202,220,1.0,G/37/P,15.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,1,0,0
203,221,0.0,E/13/S,21.0,0.0,2237.0,0.0,119.0,0.0,0.0,-1,1,0,0,0,0,1
204,221,0.0,E/13/S,23.0,0.0,1215.0,80.0,1.0,2.0,0.0,-1,0,0,1,0,0,1
205,221,0.0,E/13/S,33.0,0.0,1933.0,12.0,188.0,1.0,0.0,-1,0,0,1,0,0,1
206,221,1.0,E/13/S,21.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,0,1
207,221,0.0,E/13/S,41.0,0.0,1230.0,0.0,301.0,43.0,1023.0,-1,0,0,1,0,0,1
208,221,0.0,E/13/S,16.0,0.0,915.0,0.0,221.0,234.0,0.0,-1,0,0,1,0,0,1
209,221,1.0,E/13/S,42.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0,0,1,0,0,1
210,222,0.0,F/41/S,20.0,0.0,1406.0,0.0,0.0,11.0,0.0,-1,0,0,1,0,0,1
211,222,1.0,F/41/S,24.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,0,1
212,222,1.0,E/14/S,16.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,0,1
213,223,0.0,G/35/S,21.0,0.0,0.0,2.0,665.0,0.0,9.0,-1,0,0,1,1,0,0
214,224,0.0,F/42/S,32.0,1.0,181.0,0.0,5.0,1634.0,0.0,-1,0,0,1,0,0,1
215,225,1.0,G/38/P,58.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0,1,0,0
216,229,0.0,F/43/S,24.0,0.0,4.0,7.0,0.0,713.0,79.0,-1,0,0,1,1,0,0
217,231,0.0,F/44/S,30.0,0.0,85.0,0.0,1.0,1720.0,0.0,-1,0,0,1,0,0,1
219,233,0.0,F/45/S,32.0,0.0,56.0,0.0,256.0,1438.0,0.0,-1,0,0,1,0,0,1
221,237,1.0,B/11/P,42.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,1,0
223,240,1.0,F/52/P,35.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,0,1
226,243,1.0,G/37/S,21.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0,0,1,1,0,0
229,245,0.0,C/6/P,46.0,0.0,0.0,3571.0,0.0,0.0,7.0,1,1,0,0,0,1,0
230,245,0.0,C/6/P,33.0,0.0,0.0,86.0,796.0,584.0,10912.0,-1,0,0,1,0,1,0
231,246,0.0,D/8/P,21.0,0.0,2947.0,0.0,287.0,27.0,0.0,-1,0,0,1,0,0,1
232,248,0.0,C/10/S,33.0,0.0,0.0,1.0,0.0,8620.0,1063.0,-1,0,0,1,0,1,0
235,252,0.0,F/53/P,30.0,0.0,335.0,695.0,541.0,0.0,0.0,-1,0,0,1,1,0,0
236,253,0.0,G/42/P,29.0,0.0,272.0,615.0,0.0,0.0,1.0,-1,0,0,1,1,0,0
237,254,0.0,F/54/P,21.0,0.0,702.0,172.0,408.0,2.0,6.0,1,0,0,1,1,0,0
238,255,1.0,A/3/S,24.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,1,0
240,257,1.0,F/49/S,60.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,0,1
241,258,0.0,F/50/S,22.0,0.0,0.0,0.0,313.0,299.0,92.0,-1,0,0,1,1,0,0
242,260,0.0,E/16/S,26.0,0.0,0.0,4810.0,0.0,981.0,2054.0,-1,0,0,1,0,1,0
243,261,0.0,F/56/P,26.0,0.0,66.0,29.0,0.0,0.0,803.0,-1,0,0,1,1,0,0
244,263,1.0,G/43/P,28.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,1,0,0
246,267,0.0,F/51/S,13.0,0.0,118.0,0.0,0.0,754.0,1.0,-1,0,0,1,1,0,0
247,269,0.0,F/52/S,47.0,0.0,0.0,231.0,592.0,0.0,0.0,1,1,0,0,1,0,0
248,270,0.0,F/59/P,63.0,0.0,0.0,25.0,128.0,0.0,1240.0,-1,0,0,1,1,0,0
250,277,0.0,F/61/P,50.0,0.0,44.0,2390.0,0.0,53.0,0.0,1,1,0,0,1,0,0
252,278,0.0,G/45/P,45.0,0.0,0.0,97.0,0.0,14.0,333.0,-1,0,0,1,1,0,0
253,281,0.0,F/63/P,19.0,0.0,0.0,0.0,2078.0,0.0,0.0,1,0,0,1,1,0,0
254,282,0.0,F/54/S,21.0,0.0,0.0,918.0,0.0,0.0,0.0,1,0,0,1,1,0,0
255,283,1.0,G/46/P,29.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0,1,0,0
256,283,0.0,F/64/P,22.0,0.0,146.0,654.0,1.0,0.0,2.0,1,0,0,1,1,0,0
257,285,1.0,E/16/P,14.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,1,0
258,285,1.0,E/16/P,42.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,1,0
259,286,0.0,F/65/P,57.0,0.0,3.0,1281.0,29.0,162.0,13.0,-1,1,0,0,1,0,0
261,287,0.0,B/12/P,28.0,0.0,0.0,587.0,32.0,6.0,1460.0,-1,0,0,1,0,1,0
262,288,0.0,F/55/S,19.0,0.0,0.0,0.0,0.0,0.0,828.0,-1,1,0,0,1,0,0
263,289,1.0,C/12/S,19.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,1,0
264,290,0.0,B/7/S,26.0,0.0,0.0,4458.0,0.0,1157.0,262.0,1,1,0,0,0,1,0
265,290,1.0,B/7/S,17.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,1,0
267,290,0.0,B/7/S,9.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,1,0
268,291,0.0,D/10/S,40.0,0.0,0.0,6500.0,88.0,1090.0,0.0,1,0,0,1,0,1,0
270,297,0.0,G/47/P,24.0,0.0,90.0,2.0,1324.0,17.0,0.0,1,0,0,1,1,0,0
271,298,1.0,A/3/P,57.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,1,0
273,302,0.0,F/67/P,23.0,0.0,0.0,0.0,15.0,0.0,1370.0,-1,0,0,1,1,0,0
275,304,0.0,E/18/S,28.0,0.0,0.0,422.0,0.0,1851.0,5166.0,-1,0,0,1,0,1,0
276,305,0.0,C/7/P,23.0,0.0,0.0,584.0,0.0,20.0,2469.0,-1,1,0,0,0,1,0
277,306,0.0,E/19/S,23.0,0.0,368.0,175.0,259.0,1.0,101.0,-1,0,0,1,1,0,0
278,307,0.0,F/59/S,18.0,0.0,0.0,0.0,1359.0,0.0,0.0,1,0,0,1,1,0,0
279,309,0.0,F/60/S,18.0,0.0,1194.0,0.0,157.0,6.0,0.0,-1,0,0,1,1,0,0
281,313,0.0,F/68/P,60.0,0.0,7.0,540.0,1.0,0.0,4.0,1,0,1,0,1,0,0
283,313,0.0,F/68/P,49.0,0.0,331.0,0.0,0.0,318.0,0.0,1,1,0,0,1,0,0
284,313,0.0,G/50/P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,1,0,0
285,314,0.0,G/51/P,26.0,0.0,386.0,0.0,74.0,0.0,1330.0,-1,1,0,0,1,0,0
292,322,1.0,G/45/S,13.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0,1,0,1,0,0
293,324,1.0,G/53/P,43.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,1,0,0,1,0,0
294,326,1.0,G/47/S,29.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0,0,1,1,0,0
296,330,0.0,C/14/S,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,1,0
297,330,0.0,C/14/S,32.0,0.0,247.0,4651.0,0.0,46.0,202.0,1,0,0,1,0,1,0
298,330,0.0,C/14/S,33.0,0.0,443.0,317.0,0.0,148.0,1260.0,-1,0,0,1,0,1,0
299,331,0.0,F/72/P,25.0,0.0,0.0,0.0,251.0,0.0,552.0,-1,0,0,1,1,0,0
300,333,1.0,F/73/P,29.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,0,1
301,334,0.0,F/62/S,29.0,0.0,5715.0,2.0,211.0,1476.0,0.0,-1,0,0,1,0,0,1
302,336,0.0,F/74/P,44.0,0.0,695.0,1.0,16.0,0.0,0.0,-1,0,0,1,1,0,0
303,337,1.0,F/63/S,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,0,1
304,337,0.0,F/63/S,19.0,0.0,417.0,349.0,634.0,3.0,1057.0,1,0,0,1,0,0,1
305,337,0.0,F/63/S,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,0,1
307,340,1.0,B/10/S,38.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,1,0
308,341,1.0,G/57/P,5.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0,1,0,1,0,0
309,343,0.0,F/76/P,31.0,0.0,121.0,0.0,0.0,274.0,907.0,-1,0,1,0,1,0,0
310,345,1.0,E/21/S,30.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0,0,1,0,0,1
